,agency_name,ori
17825,Independence Township Police Department,PA0632700
17826,Tioga County Sheriff's Office,PA0590000
17827,Bellwood Police Department,PA0070500
17828,Morton Police Department,PA0232100
17829,Silver Lake Township Police Department,PA0581300
17830,State Police: Indiana County,PA032SP00
17831,West Lampeter Township Police Department,PA0361400
17832,Buckingham Township Police Department,PA0094700
17833,Bensalem Township Police Department,PA0090100
17834,State Park Rangers: Pine Grove Furnace,PA0212500
17835,Pennsylvania State University: Schuylkill,PA0545200
17836,County Detective: Lawrence County,PA0371200
17837,South Pymatuning Township Police Department,PA0432400
17838,State Park Rangers: White Clay,PA0155900
17839,West Chester Police Department,PA0151300
17840,"State Police, Bureau of Criminal Investigation: Clarion County",PA16BCI0X
17841,Southwest Greensburg Police Department,PA0652300
17842,Bureau of Forestry: Union County,PA060BF00
17843,"Adams Township Police Department, Cambria County",PA0115200
17844,Bureau of Narcotics: Somerset County,PA056DE00
17845,Bureau of Narcotics: Carbon County,PA013DE00
17846,State Police: Columbia County,PA019SP00
17847,Aleppo Township Police Department,PA0020N00
17848,"State Police, Bureau of Criminal Investigation: Montgomery County",PA46BCI0X
17849,Prospect Police Department,PA0103000
17850,State Park Rangers: Blue Knob,PA0050900
17851,Frazer Township Police Department,PA0022A00
17852,Adams County Sheriff's Office,PA0010000
17853,East Lansdowne Police Department,PA0231000
17854,Freedom Township Police Department,PA0071800
17855,Palmer Township Police Department,PA0480900
17856,Parkside Police Department,PA0234500
17857,"Washington Township Police Department, Franklin County",PA0280600
17858,State Park Rangers: Reeds Gap,PA0441100
17859,Pequea Township Police Department,PA0362700
17860,Penndel Police Department,PA0091400
17861,Philadelphia Police Department,PAPEP0000
17862,North Wales Police Department,PA0462000
17863,Pennsylvania State University: Beaver,PA0045300
17864,Swissvale Police Department,PA0024400
17865,Kulpmont Police Department,PA0490700
17866,Indian Lake Police Department,PA0561700
17867,Scottdale Police Department,PA0651200
17868,Kenhorst  Police Department,PA0060700
17869,Bureau of Forestry: Indiana County,PA032BF00
17870,Seward Police Department,PA0653600
17871,"Washington Police Department, Washington County",PA0630500
17872,Cochranton Police Department,PA0200500
17873,Bureau of Narcotics: Luzerne County,PA040DE00
17874,State Police: Beaver County,PA004SP00
17875,Bureau of Narcotics: Franklin County,PA028DE00
17876,"State Police, Bureau of Criminal Investigation: Lancaster County",PA36BCI0X
17877,West Lebanon Township Police Department,PA0382300
17878,West Kittanning Police Department,PA0032000
17879,Tulpehocken Township Police Department,PA0066000
17880,Bradford Township Police Department,PA0420400
17881,Larksville Police Department,PA0401900
17882,Trainer Police Department,PA0233400
17883,Waymart Police Department,PA0640300
17884,East Pennsboro Township Police Department,PA0210300
17885,Susquehanna Regional Police Department,PA0363800
17886,Hulmeville  Police Department,PA0092500
17887,West Norriton Township Police Department,PA0463100
17888,Lehigh Valley International Airport,PA0392100
17889,Bureau of Forestry: Beaver County,PA004BF00
17890,Bureau of Forestry: Montour County,PA047BF00
17891,Hampton Township Police Department,PA0023300
17892,Greenville Police Department,PA0430200
17893,Summit Hill Police Department,PA0130600
17894,Muncy Township Police Department,PA0411700
17895,West Fallowfield Township Police Department,PA0153700
17896,Murrysville Police Department,PA0650100
17897,Mount Oliver Police Department,PA0027900
17898,Naugatuck Police Department,CT0008800
17899,East Hampton Police Department,CT0004200
17900,Milford Police Department,CT0008400
17901,Meriden Police Department,CT0008000
17902,Woodbridge Police Department,CT0016700
17903,Trumbull Police Department,CT0014400
17904,Wallingford Police Department,CT0014800
17905,Old Saybrook Police Department,CT0010600
17906,"University of Connecticut: Storrs, Avery Point, and Hartford",CT0017000
17907,Western Connecticut State University,CT0019300
17908,Waterbury Police Department,CT0015100
17909,South Windsor Police Department,CT0013200
17910,State Capitol Police,CT0020000
17911,Darien Police Department,CT0003500
17912,North Branford Police Department,CT0009900
17913,Madison Police Department,CT0007600
17914,New London Police Department,CT0009500
17915,Bloomfield Police Department,CT0001100
17916,Ledyard,CT0007200
17917,West Haven Police Department,CT0015600
17918,Stonington Police Department,CT0013700
17919,Ridgefield Police Department,CT0011800
17920,Willimantic Police Department,CT0016300
17921,Thomaston Police Department,CT0014000
17922,Avon Police Department,CT0000400
17923,Canton Police Department,CT0002300
17924,Mohegan Tribal,CTDI00300
17925,Easton Police Department,CT0004600
17926,Clinton Police Department,CT0002700
17927,Hartford Police Department,CT0006400
17928,Plainfield Police Department,CT0010900
17929,Middletown Police Department,CT0008300
17930,Guilford Police Department,CT0006000
17931,North Haven Police Department,CT0010100
17932,Wolcott Police Department,CT0016600
17933,Seymour Police Department,CT0012400
17934,Simsbury Police Department,CT0012800
17935,University of Connecticut: Health Center,CT0019200
17936,Southington Police Department,CT0013100
17937,Groton Town Police Department,CT00A5900
17938,Bridgeport Police Department,CT0001500
17939,Danbury Police Department,CT0003400
17940,Greenwich Police Department,CT0005700
17941,Farmington Police Department,CT0005200
17942,Connecticut State Police,CTCSP0000
17943,Newington Police Department,CT0009400
17944,Cromwell Police Department,CT0003300
17945,New Canaan Police Department,CT0009000
17946,West Hartford Police Department,CT0015500
17947,Portland Police Department,CT0011300
17948,Wethersfield Police Department,CT0015900
17949,Redding Police Department,CT0011700
17950,Metropolitan Transportation Authority,CT0018500
17951,Torrington Police Department,CT0014300
17952,Winchester Police Department,CT0016200
17953,Enfield Police Department,CT0004900
17954,Berlin Police Department,CT0000700
17955,East Haven Police Department,CT0004400
17956,Vernon Police Department,CT0014600
17957,Norwich Police Department,CT0010400
17958,Eastern Connecticut State University,CT0019100
17959,Watertown Police Department,CT0015300
17960,Derby Police Department,CT0003700
17961,Branford Police Department,CT0001400
17962,Granby Police Department,CT0005600
17963,Brookfield Police Department,CT0001800
17964,Newtown Police Department,CT0009700
17965,Coventry Police Department,CT0003200
17966,New Haven Police Department,CT0009300
17967,Fairfield Police Department,CT0005100
17968,Westport Police Department,CT0015800
17969,Stamford Police Department,CT0013500
17970,Suffield Police Department,CT0013900
17971,Putnam Police Department,CT0011600
17972,Wilton Police Department,CT0016100
17973,Connecticut Department of Motor Vehicles,CT0018000
17974,Windsor Locks Police Department,CT0016500
17975,Cheshire Police Department,CT0002500
17976,Ansonia Police Department,CT0000200
17977,Monroe Police Department,CT0008500
17978,East Hartford Police Department,CT0004300
17979,Middlebury Police Department,CT0008100
17980,Hamden Police Department,CT0006200
17981,Norwalk Police Department,CT0010300
17982,Shelton Police Department,CT0012600
17983,Groton Long Point Police Department,CT00B5900
17984,Orange Police Department,CT0010700
17985,Plainville Police Department,CT0011000
17986,Southern Connecticut State University,CT0019400
17987,Waterford Police Department,CT0015200
17988,Central Connecticut State University,CT0019000
17989,Bristol Police Department,CT0001700
17990,Groton Police Department,CT0005900
17991,Yale University,CT001690X
17992,Rocky Hill Police Department,CT0011900
17993,New Milford Police Department,CT0009600
17994,Manchester Police Department,CT0007700
17995,Glastonbury Police Department,CT0005400
17996,Weston Police Department,CT0015700
17997,Plymouth Police Department,CT0011100
17998,Stratford Police Department,CT0013800
17999,Bethel Police Department,CT0000900
18000,Windsor Police Department,CT0016400
18001,Mashantucket Pequot Tribal,CTDI00200
18002,New Britain Police Department,CT0008900
18003,East Windsor Police Department,CT0004700
18004,Iowa Police Department,LA0100700
18005,Department of Public Safety State Capitol Detail,LA0171100
18006,Broussard Police Department,LA0280100
18007,Pineville Police Department,LA0400200
18008,Crowley Police Department,LA0010100
18009,Covington Police Department,LA0520100
18010,St. John the Baptist County Sheriff's Office,LA0480000
18011,Franklinton Police Department,LA0590200
18012,Union County Sheriff's Office,LA0560000
18013,Catahoula County Sheriff's Office,LA0130000
18014,Winn County Sheriff's Office,LA0640000
18015,Morgan City Police Department,LA0510300
18016,Franklin County Sheriff's Office,LA0210000
18017,Minden Police Department,LA0600100
18018,Gramercy Police Department,LA0470200
18019,Jackson County Sheriff's Office,LA0250000
18020,East Baton Rouge County Sheriff's Office,LA0170000
18021,Tulane University,LA036209E
18022,Ville Platte Police Department,LA0200300
18023,Livonia Police Department,LA0390300
18024,Clarence Police Department,LA0350400
18025,Plaquemine Police Department,LA0240200
18026,Avoyelles County Sheriff's Office,LA0050000
18027,Red River County Sheriff's Office,LA0410000
18028,Lake Arthur Police Department,LA0270300
18029,Denham Springs Police Department,LA0320100
18030,Tickfaw Police Department,LA0530800
18031,Delgado Community College,LA0360200
18032,Rayne Police Department,LA0010200
18033,Tangipahoa County Sheriff's Office,LA0530000
18034,Alexandria Police Department,LA0400100
18035,Lafayette County Sheriff's Office,LA0280000
18036,Slidell Police Department,LA0520200
18037,White Castle Police Department,LA0240300
18038,New Orleans Police Department,LANPD0000
18039,Bossier City Police Department,LA0080100
18040,Patterson Police Department,LA0510400
18041,Winnfield Police Department,LA0640100
18042,Webster County Sheriff's Office,LA0600000
18043,Nicholls State University,LA0290600
18044,Lutcher Police Department,LA0470100
18045,Southern University and A&M College: New Orleans,LA0361200
18046,Baker Police Department,LA0170100
18047,Houma Police Department,LA0550100
18048,Ida Police Department,LA0090800
18049,Dillard University,LA036219E
18050,Westwego Police Department,LA0260400
18051,Mamou Police Department,LA0200200
18052,Caddo County Sheriff's Office,LA0090000
18053,Allen County Sheriff's Office,LA0020000
18054,Norwood Police Department,LA0190500
18055,St. Charles County Sheriff's Office,LA0450000
18056,Jennings Police Department,LA0270200
18057,Southeastern Louisiana University,LA0530900
18058,Livingston County Sheriff's Office,LA0320000
18059,Westlake Police Department,LA0100500
18060,Port Allen Police Department,LA0610100
18061,Beauregard County Sheriff's Office,LA0060000
18062,Ruston Police Department,LA0310200
18063,Hammond Police Department,LA0530100
18064,New Llano Police Department,LA0580200
18065,Tensas Basin Levee District,LA0370900
18066,Vidalia Police Department,LA0150200
18067,Rapides County Sheriff's Office,LA0400000
18068,Tunica-Biloxi Tribal,LADI00500
18069,Grant County Sheriff's Office,LA0220000
18070,Mandeville Police Department,LA0520300
18071,Monroe Police Department,LA0370100
18072,University of Louisiana: Lafayette,LA0280700
18073,Many Police Department,LA0430100
18074,Thibodaux Police Department,LA0290500
18075,De Soto County Sheriff's Office,LA0160000
18076,Haughton Police Department,LA0080400
18077,Baldwin Police Department,LA0510500
18078,Terrebonne County Sheriff's Office,LA0550000
18079,Cameron County Sheriff's Office,LA0120000
18080,Southern University and A&M College: Baton Rouge,LA0170600
18081,Tallulah Police Department,LA0330100
18082,Kenner Police Department,LA0260300
18083,Shreveport Police Department,LA0090100
18084,Marksville Police Department,LA0050200
18085,Ouachita County Sheriff's Office,LA0370000
18086,Krotz Springs Police Department,LA0490800
18087,Leesville Police Department,LA0580100
18088,Walker Police Department,LA0320300
18089,St. Landry County Sheriff's Office,LA0490000
18090,Vinton Police Department,LA0100400
18091,West Baton Rouge County Sheriff's Office,LA0610000
18092,Woodworth Police Department,LA0400700
18093,Scott Police Department,LA0280600
18094,Kentwood Police Department,LA0530200
